id,menu_id,total,estado,restaurante_id,usuario_id,fecha_creacion
78,679,75.75,PICKED_UP,25,4595,2025-06-01 19:47:05
79,737,50.4,PICKED_UP,9,4481,2025-06-01 19:45:17
80,256,42.43,READY,173,3146,2025-06-01 19:59:23
81,73,36.2,PENDING,193,6173,2025-06-01 19:53:24
82,330,58.28,READY,2,3425,2025-06-01 19:56:04
83,92,76.17,PICKED_UP,99,2415,2025-06-01 19:47:49
84,249,19.77,CANCELLED,65,5407,2025-06-01 19:55:08
85,587,85.34,CANCELLED,21,5395,2025-06-01 19:55:24
86,5,73.74,CANCELLED,43,1316,2025-06-01 19:43:37
87,704,18.02,PENDING,21,2430,2025-06-01 19:52:11
88,495,79.13,CANCELLED,182,2221,2025-06-01 19:58:11
89,769,7.8,CANCELLED,86,7946,2025-06-01 19:55:36
90,222,41.67,READY,46,3028,2025-06-01 19:45:10
91,771,57.93,CANCELLED,21,5169,2025-06-01 19:51:13
92,330,93.49,READY,191,3146,2025-06-01 19:56:03
93,390,25.96,READY,138,5873,2025-06-01 20:00:47
94,442,90.44,READY,151,3987,2025-06-01 20:00:15
95,52,70.26,CANCELLED,76,3142,2025-06-01 19:53:41
96,302,67.46,PICKED_UP,31,481,2025-06-01 19:52:16
97,174,34.79,PENDING,141,3647,2025-06-01 19:52:47
98,6,91.68,READY,196,6324,2025-06-01 19:55:01
99,716,88.23,PICKED_UP,193,4326,2025-06-01 19:59:08
100,462,58.84,PENDING,156,7968,2025-06-01 19:58:52
101,798,76.19,PENDING,199,7961,2025-06-01 19:51:33
102,653,5.64,READY,18,6930,2025-06-01 19:54:40
103,508,54.35,CANCELLED,44,7124,2025-06-01 19:44:39
104,457,7.05,PENDING,58,4181,2025-06-01 19:56:32
105,197,77.26,READY,34,4899,2025-06-01 20:00:55
106,164,13.21,PICKED_UP,174,3351,2025-06-01 19:47:26
107,713,11.09,READY,59,3079,2025-06-01 19:48:25
108,288,25.47,PICKED_UP,64,4287,2025-06-01 19:49:38
109,73,46.22,CANCELLED,136,1836,2025-06-01 19:45:48
110,367,63.76,PICKED_UP,84,4680,2025-06-01 19:47:59
111,299,43.57,PENDING,81,632,2025-06-01 19:59:43
112,736,7.57,PENDING,75,2466,2025-06-01 19:56:44
113,583,86.76,PENDING,53,6805,2025-06-01 19:59:55
114,58,22.38,READY,165,2080,2025-06-01 19:51:23
115,322,52.45,READY,137,2387,2025-06-01 19:48:58
116,343,9.45,PICKED_UP,177,5411,2025-06-01 19:49:48
117,460,80.35,PENDING,194,781,2025-06-01 19:52:19
118,625,12.95,CANCELLED,87,4532,2025-06-01 19:52:32
119,196,57.79,CANCELLED,173,692,2025-06-01 19:52:11
120,327,65.57,PENDING,172,3311,2025-06-01 19:58:24
121,377,39.29,READY,91,6348,2025-06-01 19:46:36
122,515,39.23,PICKED_UP,192,943,2025-06-01 19:54:32
123,161,84.34,CANCELLED,21,5646,2025-06-01 19:50:56
124,74,83.17,PENDING,94,6914,2025-06-01 19:51:16
125,219,85.69,PICKED_UP,164,961,2025-06-01 19:45:28
126,8,28.59,PICKED_UP,105,1807,2025-06-01 19:45:19
127,271,53.42,READY,3,6650,2025-06-01 19:59:00
128,596,62.44,CANCELLED,39,2889,2025-06-01 19:43:16
129,463,55.98,READY,101,1720,2025-06-01 19:47:53
130,722,27.97,READY,99,4335,2025-06-01 19:46:15
131,231,27.24,CANCELLED,173,7577,2025-06-01 19:48:29
132,81,81.58,PICKED_UP,9,7721,2025-06-01 19:50:53
133,65,9.06,PENDING,128,1600,2025-06-01 19:59:23
134,174,57.68,CANCELLED,127,5877,2025-06-01 19:47:52
135,160,35.74,READY,132,1627,2025-06-01 19:55:08
136,589,72.35,CANCELLED,162,1544,2025-06-01 19:43:30
137,29,72.92,PICKED_UP,13,7960,2025-06-01 19:46:06
138,155,64.16,CANCELLED,83,5728,2025-06-01 19:59:47
139,142,85.61,CANCELLED,49,6679,2025-06-01 20:00:17
140,346,80.29,READY,69,4504,2025-06-01 19:51:42
141,617,63.38,CANCELLED,136,1306,2025-06-01 19:44:18
142,680,30.83,CANCELLED,7,6098,2025-06-01 19:46:10
143,146,80.14,CANCELLED,15,1990,2025-06-01 19:55:44
144,202,18.93,READY,66,3193,2025-06-01 19:48:26
145,719,77.47,READY,36,5584,2025-06-01 19:57:01
146,766,83.96,PICKED_UP,155,3138,2025-06-01 19:57:30
147,751,22.16,CANCELLED,101,7605,2025-06-01 19:59:07
148,712,26.11,PENDING,146,7111,2025-06-01 19:43:28
149,187,53.48,PICKED_UP,183,6436,2025-06-01 19:43:17
150,633,36.42,PENDING,57,713,2025-06-01 19:46:08
151,204,69.38,READY,166,2012,2025-06-01 19:50:05
152,230,19.67,READY,149,878,2025-06-01 20:00:46
153,780,70.56,READY,64,7414,2025-06-01 19:57:33
154,486,88.32,PENDING,200,7288,2025-06-01 19:54:19
155,766,55.63,PENDING,68,5769,2025-06-01 20:00:32
156,489,17.87,CANCELLED,33,5371,2025-06-01 19:49:53
157,377,11.0,PENDING,135,600,2025-06-01 19:57:02
158,8,20.79,PICKED_UP,199,4911,2025-06-01 19:50:34
159,729,37.32,READY,191,5518,2025-06-01 19:55:18
160,85,75.68,PENDING,28,1055,2025-06-01 19:47:55
161,1,24.88,PENDING,157,4882,2025-06-01 19:48:40
162,693,81.28,CANCELLED,36,193,2025-06-01 20:00:14
163,795,10.4,CANCELLED,83,4690,2025-06-01 19:44:22
164,144,60.57,CANCELLED,167,5050,2025-06-01 19:46:03
165,799,56.5,PENDING,118,4899,2025-06-01 19:48:14
166,293,58.42,CANCELLED,186,4816,2025-06-01 19:59:06
167,749,65.07,CANCELLED,147,7922,2025-06-01 19:58:16
168,512,65.25,PENDING,10,5227,2025-06-01 19:51:22
169,558,76.79,READY,103,635,2025-06-01 19:54:39
170,79,99.07,CANCELLED,197,964,2025-06-01 19:48:23
171,154,26.19,READY,7,6596,2025-06-01 19:58:48
172,641,33.62,READY,27,3027,2025-06-01 19:54:34
173,643,33.09,CANCELLED,152,5645,2025-06-01 19:59:26
174,384,86.23,PENDING,119,1935,2025-06-01 19:43:30
175,251,54.11,PICKED_UP,187,5835,2025-06-01 19:45:19
176,773,56.47,CANCELLED,196,2343,2025-06-01 19:46:33
177,703,29.53,PENDING,59,3789,2025-06-01 19:51:31
178,185,58.2,PICKED_UP,25,178,2025-06-01 19:56:22
179,431,10.42,READY,197,7102,2025-06-01 19:58:56
180,774,8.96,PICKED_UP,43,2959,2025-06-01 19:54:28
181,285,61.38,PICKED_UP,22,3020,2025-06-01 19:55:29
182,548,65.15,PENDING,84,7968,2025-06-01 19:59:38
183,576,14.19,READY,154,1869,2025-06-01 20:00:50
184,362,49.01,READY,194,4442,2025-06-01 19:53:29
185,746,57.36,CANCELLED,136,545,2025-06-01 19:47:31
186,559,23.79,PENDING,14,3233,2025-06-01 19:49:46
187,795,37.58,READY,78,1229,2025-06-01 19:50:46
188,439,95.4,PENDING,95,6809,2025-06-01 19:58:30
189,581,63.22,PICKED_UP,89,6194,2025-06-01 19:57:27
190,786,14.27,PICKED_UP,22,2680,2025-06-01 19:46:07
191,555,76.51,PICKED_UP,87,1454,2025-06-01 19:53:00
192,585,63.72,PENDING,136,1569,2025-06-01 19:43:49
193,414,95.9,PICKED_UP,2,5945,2025-06-01 19:57:24
194,776,82.03,PICKED_UP,114,1062,2025-06-01 19:46:53
195,272,33.69,PENDING,142,2589,2025-06-01 19:51:58
196,539,6.05,PENDING,107,7193,2025-06-01 20:00:57
197,335,98.32,PENDING,193,7215,2025-06-01 19:58:49
198,621,95.09,READY,128,1635,2025-06-01 19:54:31
199,486,92.47,CANCELLED,13,7932,2025-06-01 19:51:49
200,376,61.17,PENDING,59,7781,2025-06-01 19:46:33
201,189,11.8,CANCELLED,25,2490,2025-06-01 19:49:26
202,673,83.67,PENDING,59,42,2025-06-01 19:44:25
203,180,47.44,READY,44,6733,2025-06-01 19:44:07
204,627,19.11,READY,50,1421,2025-06-01 19:53:21
205,212,17.78,READY,69,7373,2025-06-01 19:58:16
206,419,64.1,PENDING,6,1372,2025-06-01 19:45:35
207,760,17.91,READY,1,5566,2025-06-01 19:55:16
208,781,55.65,CANCELLED,107,3007,2025-06-01 19:44:58
209,269,38.16,READY,71,2920,2025-06-01 19:58:44
210,183,8.89,CANCELLED,190,5107,2025-06-01 19:58:45
211,524,96.74,PENDING,29,7867,2025-06-01 19:52:54
212,458,15.14,READY,88,458,2025-06-01 19:59:46
213,477,32.28,PICKED_UP,113,4124,2025-06-01 19:43:39
214,294,83.77,PENDING,126,742,2025-06-01 20:00:52
215,490,97.17,PICKED_UP,54,3552,2025-06-01 19:45:26
216,64,74.02,PENDING,105,4761,2025-06-01 19:45:04
217,231,12.48,READY,70,798,2025-06-01 20:00:17
218,59,18.71,CANCELLED,138,5210,2025-06-01 19:49:49
219,74,63.89,PICKED_UP,190,6800,2025-06-01 19:54:49
220,206,40.12,PICKED_UP,104,729,2025-06-01 20:00:30
221,652,23.75,PENDING,200,6331,2025-06-01 19:48:32
222,44,77.58,CANCELLED,97,3551,2025-06-01 19:46:16
223,779,72.47,PENDING,62,5701,2025-06-01 19:52:11
224,198,92.8,READY,42,3294,2025-06-01 19:51:12
225,587,27.94,READY,162,3429,2025-06-01 19:45:25
226,606,84.33,PENDING,81,1824,2025-06-01 19:50:31
227,282,88.64,PENDING,85,3523,2025-06-01 19:48:26
228,454,20.55,PICKED_UP,114,2115,2025-06-01 19:54:29
229,685,62.41,PENDING,193,4167,2025-06-01 20:00:10
230,327,21.57,PICKED_UP,126,3158,2025-06-01 19:47:33
231,789,74.39,READY,51,7767,2025-06-01 19:48:11
232,38,39.14,READY,165,3754,2025-06-01 19:54:30
233,390,81.6,CANCELLED,4,5532,2025-06-01 19:49:51
234,263,68.94,CANCELLED,188,3768,2025-06-01 19:47:28
235,44,48.14,PENDING,62,5769,2025-06-01 19:52:59
236,409,22.59,PICKED_UP,181,6875,2025-06-01 19:53:13
237,625,65.45,PENDING,176,184,2025-06-01 19:51:55
238,715,33.56,CANCELLED,80,6778,2025-06-01 19:59:54
239,765,8.36,PICKED_UP,62,3858,2025-06-01 19:48:33
240,688,10.82,CANCELLED,197,3761,2025-06-01 19:57:40
241,605,23.9,PICKED_UP,118,3839,2025-06-01 19:51:39
242,127,93.67,PICKED_UP,16,2826,2025-06-01 19:43:28
243,431,32.5,PENDING,27,4973,2025-06-01 19:47:54
244,136,73.42,PICKED_UP,172,7274,2025-06-01 19:49:56
245,67,38.62,READY,199,2181,2025-06-01 19:49:13
246,179,40.0,READY,27,6308,2025-06-01 19:49:24
247,283,13.48,PENDING,63,7275,2025-06-01 19:54:08
248,234,58.3,PENDING,111,3438,2025-06-01 19:48:23
249,198,22.89,PICKED_UP,124,2304,2025-06-01 19:51:13
250,148,72.81,PENDING,34,2437,2025-06-01 20:00:12
251,11,75.83,PENDING,84,1307,2025-06-01 19:50:26
252,743,84.9,CANCELLED,84,4609,2025-06-01 19:51:52
253,381,8.66,PICKED_UP,29,2142,2025-06-01 19:45:51
254,77,61.36,READY,145,4400,2025-06-01 19:56:20
255,119,42.03,PICKED_UP,55,2638,2025-06-01 19:56:08
256,564,21.27,PICKED_UP,56,3354,2025-06-01 19:50:51
257,113,85.07,PENDING,95,6618,2025-06-01 19:55:12
258,742,73.8,PICKED_UP,110,5077,2025-06-01 19:49:03
259,23,55.22,CANCELLED,200,479,2025-06-01 19:55:04
260,179,50.59,PICKED_UP,124,6488,2025-06-01 20:00:18
261,371,99.47,CANCELLED,156,3157,2025-06-01 19:43:31
262,493,23.39,PICKED_UP,170,1538,2025-06-01 19:49:44
263,270,92.95,PENDING,90,328,2025-06-01 19:57:41
264,524,99.24,PICKED_UP,116,2537,2025-06-01 19:56:02
265,588,42.87,READY,57,7658,2025-06-01 19:52:44
266,604,12.56,PENDING,92,1356,2025-06-01 19:43:17
267,689,55.88,PENDING,56,692,2025-06-01 19:47:27
268,240,63.65,READY,197,569,2025-06-01 19:55:57
269,118,38.96,PICKED_UP,122,5725,2025-06-01 19:56:48
270,612,92.33,PENDING,132,3436,2025-06-01 19:53:21
271,752,73.22,PENDING,179,2457,2025-06-01 19:46:18
272,240,42.46,READY,48,3135,2025-06-01 19:45:39
273,693,59.96,CANCELLED,33,560,2025-06-01 19:51:01
274,491,18.33,CANCELLED,108,6315,2025-06-01 19:53:53
275,198,29.52,CANCELLED,109,5800,2025-06-01 19:53:49
276,500,6.09,PICKED_UP,39,7404,2025-06-01 19:46:18
277,337,49.53,CANCELLED,195,7875,2025-06-01 19:44:51
278,651,50.13,PENDING,57,7168,2025-06-01 19:59:07
279,131,41.09,PICKED_UP,197,4401,2025-06-01 19:49:23
280,772,18.63,READY,149,4351,2025-06-01 19:47:10
281,372,72.24,CANCELLED,144,196,2025-06-01 19:45:06
282,457,88.56,READY,67,7494,2025-06-01 19:44:12
283,778,73.67,PICKED_UP,25,3142,2025-06-01 19:44:56
284,4,21.93,PENDING,117,5059,2025-06-01 19:59:27
285,52,70.73,CANCELLED,48,824,2025-06-01 19:47:40
286,462,41.99,READY,144,7978,2025-06-01 19:58:52
287,200,84.59,READY,50,3350,2025-06-01 19:48:23
288,106,72.4,PENDING,82,6939,2025-06-01 19:47:42
289,714,98.41,CANCELLED,46,4712,2025-06-01 19:49:24
290,675,84.93,READY,16,4270,2025-06-01 19:51:03
291,168,5.19,CANCELLED,54,165,2025-06-01 19:54:14
292,461,7.33,READY,88,2801,2025-06-01 19:55:37
293,530,28.74,CANCELLED,1,3971,2025-06-01 19:55:36
294,334,24.73,CANCELLED,19,2261,2025-06-01 19:46:04
295,148,29.61,PICKED_UP,170,7462,2025-06-01 19:52:38
296,213,92.18,PENDING,49,2579,2025-06-01 19:49:29
297,626,19.1,PENDING,36,5375,2025-06-01 19:54:15
298,359,71.15,READY,193,7243,2025-06-01 19:54:29
299,462,47.0,CANCELLED,185,3076,2025-06-01 19:52:59
300,28,44.36,CANCELLED,23,3330,2025-06-01 19:59:21
301,682,30.31,CANCELLED,124,7193,2025-06-01 19:44:05
302,300,35.38,PENDING,110,4952,2025-06-01 19:55:27
303,277,57.26,READY,57,6422,2025-06-01 19:58:48
304,434,24.13,READY,4,6915,2025-06-01 19:47:32
305,694,64.39,READY,122,3063,2025-06-01 19:55:53
306,178,19.01,CANCELLED,26,58,2025-06-01 19:46:05
307,1,80.69,CANCELLED,167,364,2025-06-01 19:54:37
308,680,99.46,READY,62,7794,2025-06-01 19:45:06
309,522,52.62,READY,156,5475,2025-06-01 19:52:08
310,225,47.0,CANCELLED,172,5721,2025-06-01 19:54:07
311,631,41.66,CANCELLED,47,2308,2025-06-01 19:53:28
312,570,70.78,PICKED_UP,200,6292,2025-06-01 19:47:36
313,276,48.46,READY,144,3909,2025-06-01 19:45:45
314,754,9.91,CANCELLED,45,293,2025-06-01 19:57:05
315,136,29.54,READY,56,2614,2025-06-01 19:56:47
316,378,43.58,PICKED_UP,173,6556,2025-06-01 19:53:05
317,637,70.08,PICKED_UP,95,7807,2025-06-01 19:59:41
318,78,46.91,CANCELLED,5,1287,2025-06-01 19:55:58
319,731,23.28,READY,165,7893,2025-06-01 19:52:06
320,455,51.9,READY,111,491,2025-06-01 19:52:12
321,626,10.54,PENDING,30,7804,2025-06-01 19:58:16
322,688,60.63,PICKED_UP,171,14,2025-06-01 19:53:08
323,756,47.21,CANCELLED,56,7800,2025-06-01 20:00:55
324,11,42.07,READY,132,2546,2025-06-01 19:54:27
325,751,8.18,READY,4,7164,2025-06-01 19:51:11
326,141,49.83,PICKED_UP,171,1569,2025-06-01 19:47:45
327,301,42.5,PICKED_UP,143,1480,2025-06-01 19:51:55
328,229,35.45,PENDING,6,1797,2025-06-01 19:46:43
329,755,11.89,PENDING,71,3094,2025-06-01 19:54:05
330,683,62.84,PICKED_UP,88,2851,2025-06-01 19:59:49
331,627,94.12,PICKED_UP,183,2863,2025-06-01 19:49:50
332,386,98.3,READY,65,548,2025-06-01 19:47:53
333,307,69.93,CANCELLED,191,4798,2025-06-01 19:57:35
334,192,28.0,READY,42,6026,2025-06-01 19:44:42
335,331,93.25,CANCELLED,66,813,2025-06-01 19:57:44
336,107,19.88,READY,114,4122,2025-06-01 19:47:36
337,714,19.97,PENDING,53,2417,2025-06-01 19:48:46
338,542,58.13,READY,91,3464,2025-06-01 19:58:16
339,480,87.58,PICKED_UP,16,4488,2025-06-01 19:56:32
340,415,69.46,PICKED_UP,179,6675,2025-06-01 19:55:24
341,753,91.88,PICKED_UP,183,6437,2025-06-01 19:50:33
342,418,54.49,CANCELLED,33,618,2025-06-01 19:54:41
343,284,14.76,PENDING,39,7337,2025-06-01 19:50:49
344,208,68.47,CANCELLED,1,185,2025-06-01 19:48:33
345,432,29.73,PICKED_UP,149,1663,2025-06-01 19:48:13
346,425,46.8,CANCELLED,90,4564,2025-06-01 19:48:39
347,590,17.69,CANCELLED,138,878,2025-06-01 19:58:30
348,639,39.27,CANCELLED,7,5278,2025-06-01 19:55:32
349,433,36.85,PENDING,46,5661,2025-06-01 19:51:14
350,416,46.39,READY,40,4993,2025-06-01 19:45:30
351,591,25.64,READY,44,7888,2025-06-01 19:59:31
352,186,89.36,CANCELLED,27,6326,2025-06-01 19:51:26
353,675,12.79,CANCELLED,162,1496,2025-06-01 20:00:31
354,84,38.48,PICKED_UP,97,7235,2025-06-01 19:58:15
355,340,79.81,CANCELLED,101,1453,2025-06-01 20:00:16
356,478,59.68,PENDING,2,4848,2025-06-01 19:59:23
357,476,72.19,PICKED_UP,58,6265,2025-06-01 19:53:01
358,549,51.56,PENDING,54,994,2025-06-01 19:54:14
359,201,8.3,CANCELLED,76,2857,2025-06-01 19:47:41
360,129,39.95,PENDING,105,4386,2025-06-01 19:56:39
361,650,99.24,PICKED_UP,138,6288,2025-06-01 19:47:31
362,435,34.1,CANCELLED,32,6845,2025-06-01 19:54:02
363,697,35.19,PENDING,122,7180,2025-06-01 19:59:33
364,773,84.58,CANCELLED,144,6341,2025-06-01 19:45:19
365,45,40.37,PICKED_UP,48,6113,2025-06-01 19:53:58
366,563,62.64,PICKED_UP,92,550,2025-06-01 19:52:33
367,725,64.91,READY,30,1839,2025-06-01 19:48:32
368,722,43.22,PICKED_UP,104,4342,2025-06-01 19:48:59
369,13,34.52,PICKED_UP,152,3243,2025-06-01 19:59:13
370,537,44.97,READY,97,4885,2025-06-01 19:50:26
371,585,73.56,PICKED_UP,96,3890,2025-06-01 19:56:06
372,411,61.5,PENDING,43,6441,2025-06-01 19:53:22
373,579,18.36,CANCELLED,50,2274,2025-06-01 19:44:35
374,600,14.88,CANCELLED,8,4868,2025-06-01 19:55:33
375,565,68.83,READY,6,3371,2025-06-01 19:47:41
376,517,77.12,PENDING,84,7242,2025-06-01 19:45:51
377,368,87.84,PENDING,186,6899,2025-06-01 19:59:13
378,316,59.7,READY,77,783,2025-06-01 19:43:46
379,603,44.2,PICKED_UP,56,300,2025-06-01 19:58:56
380,114,23.63,CANCELLED,64,7457,2025-06-01 19:45:09
381,689,19.73,CANCELLED,181,4481,2025-06-01 19:51:53
382,7,14.89,PICKED_UP,18,1356,2025-06-01 19:54:43
383,601,59.73,READY,49,4519,2025-06-01 20:00:46
384,263,24.05,PICKED_UP,183,624,2025-06-01 19:46:24
385,370,20.41,PENDING,29,7221,2025-06-01 19:50:48
386,353,95.92,READY,117,2015,2025-06-01 19:43:34
387,560,51.89,PENDING,114,7180,2025-06-01 19:53:50
388,141,28.27,PICKED_UP,114,3405,2025-06-01 19:57:45
389,548,39.06,CANCELLED,55,2961,2025-06-01 19:59:11
390,408,23.61,READY,127,5402,2025-06-01 19:50:58
391,517,14.1,PICKED_UP,22,2955,2025-06-01 19:50:32
392,628,18.21,CANCELLED,140,3901,2025-06-01 19:45:19
393,138,16.23,PICKED_UP,43,377,2025-06-01 19:45:36
394,306,7.91,CANCELLED,128,2174,2025-06-01 20:00:51
395,179,35.82,READY,188,7806,2025-06-01 19:58:45
396,740,16.77,READY,171,2451,2025-06-01 19:59:30
397,630,6.94,READY,16,4709,2025-06-01 19:54:47
398,267,69.17,PENDING,40,4548,2025-06-01 19:49:56
399,334,72.91,PICKED_UP,49,1834,2025-06-01 19:46:16
400,611,85.68,CANCELLED,70,4167,2025-06-01 19:47:00
401,171,99.67,READY,144,6844,2025-06-01 19:52:04
402,369,83.06,PICKED_UP,177,3887,2025-06-01 19:46:46
403,736,16.97,CANCELLED,78,7035,2025-06-01 19:45:01
404,67,48.48,PICKED_UP,180,2395,2025-06-01 19:45:44
405,501,76.09,READY,191,3109,2025-06-01 19:50:28
406,413,24.58,READY,166,4235,2025-06-01 19:44:31
407,655,41.34,READY,137,1801,2025-06-01 19:45:03
408,324,83.62,READY,118,3986,2025-06-01 19:56:45
409,196,40.43,PICKED_UP,58,3439,2025-06-01 19:44:03
410,439,72.87,CANCELLED,165,4202,2025-06-01 19:54:35
411,519,20.62,PICKED_UP,65,295,2025-06-01 19:51:17
412,436,22.66,PICKED_UP,53,6450,2025-06-01 19:50:21
413,372,43.63,READY,21,2847,2025-06-01 19:45:35
414,742,86.51,PENDING,34,4472,2025-06-01 19:55:29
415,793,21.53,READY,142,4053,2025-06-01 19:59:45
416,94,99.88,CANCELLED,54,6613,2025-06-01 20:00:07
417,653,90.02,CANCELLED,174,2760,2025-06-01 19:45:36
418,118,21.95,CANCELLED,16,7590,2025-06-01 19:54:32
419,274,87.21,PICKED_UP,26,7464,2025-06-01 19:48:48
420,754,25.05,READY,16,25,2025-06-01 19:48:17
421,263,53.34,PICKED_UP,107,2749,2025-06-01 19:50:39
422,425,81.87,PICKED_UP,174,4477,2025-06-01 19:49:10
423,323,47.36,CANCELLED,117,1727,2025-06-01 19:48:12
424,17,77.76,CANCELLED,151,5302,2025-06-01 19:49:59
425,664,11.34,READY,133,4232,2025-06-01 19:57:42
426,451,28.13,READY,190,1381,2025-06-01 19:47:21
427,306,90.84,CANCELLED,155,1711,2025-06-01 19:45:15
428,93,9.65,READY,88,6292,2025-06-01 19:45:26
429,175,67.81,CANCELLED,187,6420,2025-06-01 19:52:29
430,157,18.1,CANCELLED,100,6863,2025-06-01 19:53:06
431,521,19.0,PENDING,129,4582,2025-06-01 19:44:37
432,7,81.93,CANCELLED,153,2789,2025-06-01 20:00:13
433,721,6.72,PICKED_UP,32,7144,2025-06-01 19:50:32
434,282,52.91,CANCELLED,176,2801,2025-06-01 19:48:29
435,685,55.13,READY,9,7803,2025-06-01 19:51:17
436,705,89.92,CANCELLED,131,7392,2025-06-01 19:57:34
437,464,85.46,PICKED_UP,69,4997,2025-06-01 19:53:09
438,32,36.65,PICKED_UP,114,7460,2025-06-01 19:58:56
439,442,14.48,CANCELLED,15,5280,2025-06-01 19:49:29
440,231,16.08,PENDING,147,806,2025-06-01 19:47:55
441,225,92.74,PENDING,169,1832,2025-06-01 19:54:16
