node_id,lon,lat
10979837126,-83.9031471,9.8732714
10032514249,-83.9143596,9.8523634
620070090,-83.9388456,9.8750367
3071411401,-83.9112895,9.8741456
10032514252,-83.9144335,9.8524166
620070096,-83.9398073,9.8729934
11063690448,-83.9367252,9.8783458
620070098,-83.9406019,9.8730333
11063690451,-83.9367807,9.8781988
11063690450,-83.9367816,9.8782904
11063690458,-83.93666,9.8783381
620070104,-83.9417915,9.8735002
620070109,-83.9427175,9.8703627
620070111,-83.9358284,9.8817187
620070116,-83.936274,9.881371
620070121,-83.9368048,9.8800231
620070134,-83.9383511,9.8775674
620070140,-83.9398215,9.8755627
620070143,-83.9406504,9.8751189
3070690583,-83.9349359,9.8769095
10943268125,-83.9146096,9.8611913
10943268128,-83.9146392,9.8611951
620070186,-83.9439376,9.8709158
9377908016,-83.9436289,9.8650793
620070197,-83.9413885,9.869597
620070199,-83.9434927,9.8708345
6204196149,-83.9263435,9.8584784
620070203,-83.9423319,9.8701423
620070207,-83.9422577,9.8682448
620070213,-83.9413057,9.8693612
620070215,-83.940952,9.8746701
620070217,-83.9393765,9.8739537
10975511883,-83.9154464,9.8656252
10975511885,-83.9154732,9.8648984
620070219,-83.9413385,9.874103
8896873806,-83.9390633,9.8758111
620070223,-83.9395871,9.8734827
620070226,-83.940715,9.873958
620070228,-83.9411756,9.8732717
620070229,-83.9400683,9.8742815
620070231,-83.9402713,9.873794
620070237,-83.9401357,9.8753846
620070239,-83.9413932,9.8758779
620070241,-83.9415567,9.8754734
620070243,-83.9417839,9.8749521
620070246,-83.9375431,9.8770245
620070249,-83.9373464,9.8769118
620070254,-83.9347673,9.8760452
620070258,-83.9383382,9.8758018
620070263,-83.9365785,9.8753418
620070265,-83.9358763,9.8750262
620070271,-83.9327547,9.8739881
603161984,-83.9164181,9.8725053
620070274,-83.9339894,9.8772259
620070277,-83.9350106,9.876174
620070279,-83.9352356,9.8762772
603161989,-83.9163204,9.8729416
620070283,-83.9361506,9.8735866
620070285,-83.9366112,9.8766152
10032514446,-83.9136606,9.8524587
10032514449,-83.9136359,9.8525395
603162001,-83.9155717,9.8696628
603162003,-83.9154339,9.868035
10032514453,-83.9136088,9.8526279
10032514462,-83.9135705,9.852818
10032514464,-83.9135551,9.8528034
603162021,-83.9333011,9.8812932
603162023,-83.9337033,9.8806475
10032514473,-83.9136632,9.8528443
603162031,-83.9322132,9.8860925
603162032,-83.9298132,9.8866475
603162036,-83.9270224,9.883458
10032514499,-83.9134459,9.8531602
10032514505,-83.9133997,9.8533112
10032514503,-83.9134259,9.8532255
10032514502,-83.9135034,9.8532467
11338810852,-83.9148028,9.8595873
10032514545,-83.9132597,9.8537684
10032514553,-83.9132391,9.8538356
10032514554,-83.9132279,9.8538723
10032514561,-83.9130968,9.8543004
10032514584,-83.9133641,9.8542416
10032514590,-83.9133081,9.8542731
10943202847,-83.9126704,9.8484602
10943202854,-83.9147329,9.8508055
10943202857,-83.9140828,9.8509664
10032514605,-83.9135969,9.854454
10943202865,-83.9139218,9.8508484
10943202861,-83.9136815,9.8506698
10032514606,-83.913624,9.8543377
10943202864,-83.9144084,9.8505398
10943202874,-83.9140061,9.8479342
10943202880,-83.9129095,9.8501065
10943202881,-83.9133194,9.8473806
10943202884,-83.9122944,9.8496557
10943202885,-83.9124207,9.8489476
10032514627,-83.9134457,9.8540153
10943202886,-83.912504,9.8476158
10943202891,-83.9121244,9.8495311
10943202892,-83.9132416,9.8472168
6704957042,-83.9312446,9.8624621
6704957046,-83.929881,9.8619767
1834518147,-83.8973466,9.8488337
12602194696,-83.9198031,9.878367
1834518228,-83.8920551,9.851682
496240369,-83.9405078,9.8565754
496240372,-83.9404541,9.8528894
496240377,-83.9265635,9.8475363
496240378,-83.9261204,9.8474138
496240386,-83.9096993,9.8583204
496240388,-83.9076977,9.8574335
10032514832,-83.9137736,9.8519932
10032514833,-83.913517,9.8519796
10032514859,-83.9132591,9.8543989
10032514861,-83.9132301,9.8544385
10032514862,-83.9134693,9.8544314
10030778170,-83.9165091,9.8508492
10030778171,-83.9163021,9.8508285
10030778172,-83.9163048,9.8507661
10030778173,-83.9165145,9.850788
10030778174,-83.9165028,9.8509109
10030778175,-83.9163007,9.8508894
10030778177,-83.9162965,9.8509527
10030778178,-83.9164803,9.8510328
10030778179,-83.9162909,9.8510204
10030778180,-83.9164793,9.8510984
10030778181,-83.9162895,9.8510835
10030778182,-83.9164771,9.8511589
10030778183,-83.9162797,9.8511457
10030778185,-83.9162703,9.8512128
10030778186,-83.9164534,9.8512816
10030778187,-83.9164563,9.8512177
10030778189,-83.9164158,9.8513405
10030778190,-83.9162634,9.8513947
10030778191,-83.9164517,9.8514694
10030778193,-83.9162591,9.8514614
10030778195,-83.9162547,9.8515281
10030778196,-83.9164338,9.8515955
10030778197,-83.9164371,9.8515338
10030778198,-83.9162495,9.8515875
10030778200,-83.9162351,9.8518361
9690220377,-83.9475502,9.8564703
10030778202,-83.9164091,9.8518438
10030778203,-83.9162291,9.8518996
10030778204,-83.9163983,9.8519742
10030778205,-83.9162236,9.8519599
10030778206,-83.9163931,9.8520352
10030778207,-83.9162185,9.852021
10030778209,-83.9162121,9.8520908
11041638262,-83.9302535,9.8802554
1180272501,-83.9209859,9.8526168
1180272502,-83.9219931,9.8514526
1834518386,-83.8968794,9.8543868
1180272500,-83.921935,9.849853
1180272508,-83.9202272,9.8526401
1180272509,-83.9218512,9.847372
11041703808,-83.9366392,9.8805623
1180272511,-83.9210091,9.8537888
1180272515,-83.9213631,9.8537677
1180272514,-83.9178934,9.8496627
1180272512,-83.9222002,9.8470142
1180272521,-83.9156581,9.8494363
1180272522,-83.9223846,9.8518333
1180272533,-83.9215392,9.8485788
1180272536,-83.9151806,9.8495448
1180272537,-83.921337,9.852606
1180272539,-83.92092,9.8470453
9928411036,-83.9209452,9.8639211
9928411039,-83.9207909,9.8639004
2104657821,-83.9151893,9.8605696
2104657823,-83.9151287,9.8612823
1180272547,-83.9154374,9.8480602
1180272552,-83.9205369,9.849786
4370466736,-83.9204141,9.8451232
4370466737,-83.921302,9.8450277
1180272565,-83.9155017,9.8490818
1834518456,-83.8969511,9.8551701
1180272570,-83.9201949,9.8500301
1180272574,-83.921642,9.8514521
1180272575,-83.9215771,9.8498537
1834518472,-83.8967633,9.8562356
1180272585,-83.9178235,9.8513874
1180272591,-83.9182927,9.847304
1180272594,-83.9210071,9.8543574
1600489426,-83.916273,9.8505315
1180272596,-83.9178371,9.8512704
1180272595,-83.9154374,9.8479175
1600489430,-83.9162754,9.8506309
1180272599,-83.9158096,9.8489625
4370466780,-83.9349674,9.84628
4370466782,-83.9349538,9.8467405
1180272607,-83.9208812,9.8498087
4370466783,-83.9358706,9.8468256
1180272609,-83.9202521,9.8513921
1180272610,-83.9213327,9.8545038
1180272611,-83.9215036,9.8473795
4370466787,-83.9350238,9.8458858
1180272613,-83.9153523,9.8488127
4370466788,-83.9343389,9.8457443
4370466786,-83.9354814,9.84608
3710879734,-83.941208,9.8679162
1180272633,-83.9178661,9.8504688
1180272632,-83.9218917,9.8485722
6379669499,-83.9010242,9.8611884
6379669500,-83.9001806,9.8611091
3710879735,-83.9422652,9.868063
3710879737,-83.9417877,9.8680811
1180272636,-83.920189,9.8513872
342099966,-83.9401229,9.8821959
1834911761,-83.895649,9.8616435
3071117334,-83.9261566,9.8444813
3071117335,-83.9261481,9.8436513
9905309737,-83.9071352,9.857151
9905309738,-83.9069589,9.8579215
9905309741,-83.945108,9.8733367
3223685187,-83.9344515,9.8649707
3858008158,-83.9125723,9.844449
3858008159,-83.9120883,9.8443177
3858008192,-83.9109475,9.8389381
8359839918,-83.913469,9.8565177
8359839919,-83.9133199,9.8562067
8359839923,-83.9136139,9.856022
6384519349,-83.9361714,9.8656708
6384519354,-83.93355,9.8582168
6384519361,-83.9332348,9.8585616
6384519365,-83.9336774,9.858855
8359839936,-83.9138036,9.8557186
11119134921,-83.9125587,9.8656546
11119134922,-83.9126731,9.8656741
8359839943,-83.9138229,9.8554151
11119134924,-83.9068064,9.8723616
11119134923,-83.9070672,9.8727495
8359839957,-83.9129324,9.8546213
8359839958,-83.9125544,9.854434
8359839960,-83.9126857,9.8544767
8359839961,-83.912615,9.8544537
8359839965,-83.9122958,9.8542658
8359839969,-83.9122525,9.8535604
8359839974,-83.9122915,9.8541895
8359839976,-83.9122693,9.8541406
8359839978,-83.9121942,9.8541277
8359839981,-83.9116954,9.8540221
8359839983,-83.911213,9.8539133
8359839984,-83.9112411,9.8539212
8359840004,-83.9112026,9.853981
8359840005,-83.9103919,9.8537369
8359840006,-83.9104399,9.8537449
8359840007,-83.9112065,9.8539552
8359840008,-83.9103839,9.8538096
8359840009,-83.9103838,9.8537748
8359840012,-83.9110581,9.853951
8359840015,-83.9113743,9.8542575
12676565266,-83.9447225,9.8743344
8359840017,-83.9114433,9.8543129
12676565268,-83.9447061,9.8744002
12676565278,-83.9438556,9.8741887
8359840032,-83.912207,9.8544625
8359840033,-83.9122959,9.8544795
8359840034,-83.9122484,9.8544696
9371257127,-83.936162,9.8645347
11105634620,-83.92631,9.8622738
11105634623,-83.9260672,9.8622958
6702762296,-83.9058092,9.8658181
8359840063,-83.9113634,9.8543194
8359840059,-83.9080854,9.8532577
7279053125,-83.9230885,9.8787922
7279053126,-83.9233142,9.8791317
8359840070,-83.9067482,9.8531604
8359840076,-83.9064534,9.8537439
8359840078,-83.9063522,9.8540994
8359840083,-83.9063687,9.8535059
8359840085,-83.9064948,9.8536217
8359840086,-83.906613,9.8536609
8359840087,-83.9065276,9.8536326
8359840088,-83.9065048,9.8541162
8359840091,-83.9064282,9.8540547
8359840094,-83.9065558,9.8535126
8359840095,-83.9065142,9.8540599
6690539876,-83.9221331,9.8796331
6690539877,-83.9221693,9.8793186
6690539878,-83.9227594,9.8795221
6690539879,-83.9220848,9.879016
6690539880,-83.92389,9.877638
8359840108,-83.9064324,9.8545868
5800102258,-83.9413292,9.8671622
5800102264,-83.9420778,9.866398
5800102267,-83.9421741,9.8663709
3710880126,-83.9413162,9.8677696
5800102278,-83.9420004,9.8663335
8359840136,-83.9085635,9.8553723
8359840142,-83.9105065,9.8497127
8359840140,-83.910505,9.8500109
8359840146,-83.9102377,9.8554865
8359840145,-83.9101508,9.8550883
1180207512,-83.9105679,9.8643479
1180207513,-83.9140873,9.8655484
8359840158,-83.9097369,9.8548182
8359840160,-83.9091508,9.8548258
1180207526,-83.9098371,9.8645269
8359840163,-83.9093372,9.8547312
8359840172,-83.9089804,9.8545547
8359840170,-83.9090211,9.8545572
1180207538,-83.9154427,9.8627573
8359840179,-83.9097949,9.8547281
8359840184,-83.9102909,9.8554897
8359840189,-83.9102454,9.8564885
8359840192,-83.9100267,9.8566974
1180207554,-83.9123207,9.8645962
8359840194,-83.9103011,9.8564888
8359840200,-83.9104848,9.8573661
3071216071,-83.9188053,9.8457006
1180207564,-83.9144637,9.8626167
8359840199,-83.9100232,9.8571671
8359840206,-83.9101565,9.857336
8359840209,-83.9101988,9.8572412
8359840210,-83.9101877,9.857266
8359840211,-83.9104581,9.8574641
8359840219,-83.9099773,9.8584507
8359840221,-83.9103856,9.8574453
8359840222,-83.9106017,9.8574042
8359840223,-83.9105436,9.8574207
8359840224,-83.9105731,9.8571584
8359840225,-83.9105474,9.8573865
2754284003,-83.9082331,9.8701893
8359840231,-83.9109922,9.8575767
8359840232,-83.9109222,9.8575458
8359840233,-83.9116397,9.8570918
7242287594,-83.9119028,9.84937
8359840236,-83.9112191,9.8575075
8359840237,-83.9112839,9.8573232
8359840241,-83.9110372,9.8575946
8359840243,-83.9112158,9.8576361
8359840247,-83.9111834,9.8576355
8359840250,-83.9112159,9.8572217
8359840251,-83.9110479,9.8572052
8359840252,-83.9110088,9.8574903
8359840253,-83.9110395,9.8574929
8359840256,-83.910275,9.8573925
8359840257,-83.9111936,9.8575054
8359840258,-83.9109293,9.857443
288590341,-83.9285754,9.8641406
8359840261,-83.910717,9.8574551
288590346,-83.9283046,9.8658076
288590349,-83.9281729,9.8666184
8359840269,-83.9123556,9.8574757
288590352,-83.9109813,9.8617062
8359840272,-83.911623,9.8576038
8359840275,-83.9116885,9.8576752
8359840276,-83.9116878,9.8576057
8359840277,-83.9113645,9.857596
8359840278,-83.9113574,9.8576615
8359840281,-83.9119588,9.857268
11117693472,-83.9181259,9.8804681
8359840282,-83.9118889,9.8566838
8359840283,-83.9118694,9.8570804
8359840284,-83.9124717,9.8574193
8359840287,-83.9123866,9.8575184
11117693476,-83.918194,9.8801906
8359840293,-83.913292,9.8581814
8359840294,-83.9131265,9.8578865
8359840295,-83.9129996,9.8580779
8359840296,-83.9130217,9.8580445
8359840297,-83.9130805,9.8579596
8359840298,-83.9131036,9.8579211
8359840299,-83.9133003,9.8581463
8359840300,-83.9130032,9.8592914
2316405354,-83.9361858,9.8836555
288590444,-83.8947147,9.8478058
9371313121,-83.9393394,9.8658391
10031827607,-83.9163995,9.8509618
10031827609,-83.9163042,9.8507116
1834519193,-83.9066386,9.8849669
3070692041,-83.9344896,9.8766482
3009874634,-83.9347209,9.8790093
3009874633,-83.9358099,9.8792155
3009874636,-83.935826,9.8790675
12213396973,-83.9300041,9.867298
3009874642,-83.9359992,9.8786286
3009874645,-83.9361532,9.8784439
3009874648,-83.9253226,9.8771947
3009874651,-83.9251297,9.8767809
3009874653,-83.9256232,9.8773022
1647512286,-83.9223306,9.8553529
1647512293,-83.9162761,9.8555779
12213396979,-83.9300474,9.8671686
11119627012,-83.9298915,9.8682643
11119627016,-83.9300222,9.8680657
1647512339,-83.9163342,9.8566961
1647512343,-83.9163626,9.8572668
1647512359,-83.920201,9.8616738
10975644474,-83.9375277,9.8742966
10975644475,-83.9369089,9.8740987
1647512389,-83.9293269,9.862552
12677942088,-83.901927,9.8555661
1647512395,-83.9293654,9.8626813
12677942092,-83.902702,9.854141
1647512406,-83.9269474,9.8629415
1635978081,-83.9235099,9.8578428
1635978090,-83.9206313,9.8537867
11117759339,-83.916986,9.8801655
1635978092,-83.9224392,9.8537033
1635978097,-83.9194387,9.8536743
11117759345,-83.9172174,9.8797261
1635978100,-83.9220261,9.8548123
11117759350,-83.9141716,9.8789458
11117759346,-83.9143038,9.8785629
1635978111,-83.9224046,9.854879
11117759364,-83.9171947,9.8797155
11117759359,-83.9159828,9.8796648
2352548761,-83.9404136,9.8446227
2366252362,-83.9071921,9.854103
2352548766,-83.940864,9.8421558
2352548768,-83.9204978,9.854531
2352548775,-83.9403171,9.8449432
491588541,-83.9368128,9.8608315
2352548798,-83.9213231,9.8522301
491588545,-83.9349958,9.8586671
491588546,-83.9369772,9.855955
491588547,-83.9352259,9.8560259
491588548,-83.9350545,9.8559665
2352548805,-83.9223952,9.852182
491588550,-83.9334839,9.8557405
491588551,-83.9378307,9.854155
491588554,-83.934166,9.8540512
491588555,-83.9353928,9.8541921
491588556,-83.9357772,9.8517009
491588557,-83.9352932,9.8515891
491588558,-83.9366829,9.8526115
491588559,-83.9323384,9.851687
491588560,-83.9356604,9.8523735
491588561,-83.9363554,9.8530781
491588562,-83.9345184,9.8526629
491588563,-83.9355824,9.8529034
491588564,-83.9355035,9.8534308
491588565,-83.9366247,9.8536845
491588566,-83.9361405,9.8560483
491588567,-83.9360693,9.8568003
491588568,-83.9360957,9.8524748
491588569,-83.936334,9.8512479
491588572,-83.9384079,9.8515562
491588573,-83.9391546,9.85158
491588577,-83.9362567,9.8517056
491588578,-83.9380225,9.8513671
491588579,-83.9380298,9.8509996
491588580,-83.9372367,9.8513564
491588581,-83.9372331,9.8509854
491588582,-83.9376532,9.8513671
491588583,-83.9376532,9.8509996
491588584,-83.9391692,9.8483652
491588587,-83.9363539,9.8472827
491588588,-83.9369015,9.8476778
491588589,-83.9381437,9.8460157
491588590,-83.9391761,9.8476434
491588592,-83.9373875,9.8470371
491588593,-83.9380563,9.8473936
491588596,-83.9385015,9.8462721
491588599,-83.9369803,9.8464054
491588597,-83.9376152,9.8456071
491588598,-83.9375429,9.8468248
491588600,-83.9334236,9.8532791
491588601,-83.9320996,9.8526478
491588603,-83.9319769,9.853151
491588606,-83.9293293,9.8524996
491588611,-83.9338839,9.853421
491588612,-83.9335496,9.8519211
491588615,-83.9330729,9.8518347
491588617,-83.9329508,9.8530907
491588618,-83.9330812,9.8523333
491588619,-83.9322255,9.8521689
491588622,-83.9308241,9.8484535
491588623,-83.9304557,9.8491624
491588624,-83.9295708,9.848941
491588625,-83.9298863,9.8490245
491588626,-83.929771,9.8495148
491588627,-83.9370665,9.867258
491588628,-83.9370335,9.8676558
491588630,-83.9341455,9.8675408
491588636,-83.9340154,9.8520054
479421286,-83.9288533,9.8595273
10315748266,-83.9098439,9.877262
479421289,-83.9289732,9.8577271
12468259889,-83.9400631,9.881123
10315748267,-83.9098557,9.8768261
11333438528,-83.9380152,9.8529058
11333438529,-83.9384095,9.852946
11103177797,-83.9306962,9.8669402
11103177798,-83.9306971,9.8671276
11333438535,-83.9329227,9.8513195
11333438536,-83.932913,9.8509417
11333438538,-83.9328009,9.8509566
11333438537,-83.9332989,9.8508904
11333438539,-83.9299815,9.8499814
11333438540,-83.9305276,9.8501247
1279895101,-83.9249417,9.8760551
471058748,-83.9160873,9.8678069
8362615676,-83.9121571,9.8567505
8362615677,-83.912158,9.8566966
8362615679,-83.9119608,9.8566871
3070856362,-83.9351658,9.8651254
3070856363,-83.9345374,9.8637297
3071413425,-83.9085437,9.8736809
3071413426,-83.9091433,9.87381
3071413427,-83.9085518,9.8732208
3071413428,-83.9092029,9.8733621
3071413429,-83.909066,9.8737933
3071413430,-83.9080084,9.8738868
3071413431,-83.9085441,9.8736112
3071413432,-83.9080946,9.8735042
6988598457,-83.9084101,9.8545096
6988598458,-83.9084253,9.8542776
3071118523,-83.9265036,9.8440575
3071118522,-83.9272266,9.8440592
8362615686,-83.9123641,9.8573209
8359834683,-83.9125725,9.854493
8359834684,-83.9124919,9.8544754
8359834686,-83.9122228,9.8543353
8359834687,-83.9120543,9.8543041
3071118560,-83.9268575,9.8436275
3071118561,-83.9265006,9.8444793
3071118562,-83.9265066,9.8436289
8359834689,-83.9103099,9.8573191
8359834693,-83.9125374,9.8544863
8359834694,-83.9125214,9.8545228
1835109667,-83.9144311,9.8359057
8359834702,-83.9128204,9.8572109
8359834703,-83.9129105,9.8571456
1608118971,-83.9141263,9.8535038
1608118974,-83.9134833,9.853748
8359834709,-83.9134396,9.8565593
1283525969,-83.9077387,9.8443206
1283525988,-83.90671,9.8449168
1608118980,-83.9125667,9.8542472
1283526000,-83.908005,9.8435914
1283526002,-83.9078029,9.8457643
1608118982,-83.9133294,9.8546696
1608118983,-83.9142889,9.8547228
1608118986,-83.9102557,9.8550322
1608118987,-83.9103584,9.8550501
8936525207,-83.9413331,9.8698319
8936525213,-83.9410357,9.8711954
11158064544,-83.9190737,9.8801509
11158064543,-83.9189599,9.8801539
11158064548,-83.918826,9.8802593
11158064549,-83.9188676,9.8805074
11158064546,-83.918434,9.8803023
1283526075,-83.906946,9.8450842
1608118999,-83.9138199,9.8558556
1968573933,-83.9121741,9.8572324
1968573945,-83.9125461,9.8574403
1608119009,-83.9101683,9.8565662
1968573953,-83.9124119,9.8574482
1608119010,-83.9238451,9.8568976
1984630284,-83.9069573,9.8546996
1984630289,-83.9083715,9.8550787
1984630291,-83.9092936,9.8554236
1968573976,-83.9130909,9.8564839
1984630300,-83.9093309,9.8548362
1968573986,-83.9133487,9.8581578
5364276125,-83.9321292,9.8617386
1968573997,-83.9124413,9.8574986
10943270448,-83.9109832,9.8552822
12187405918,-83.8992693,9.8562247
12176002665,-83.9444235,9.8709592
832376434,-83.9041041,9.8437031
8474037879,-83.9372787,9.8600497
8474037880,-83.937575,9.8585181
8474037881,-83.9373921,9.8594634
8474037890,-83.9371524,9.8586584
8474037891,-83.937541,9.8586936
8474037892,-83.9370858,9.858648
832376456,-83.904564,9.8500521
796495509,-83.9345359,9.8509754
6694014661,-83.9241209,9.8787766
8896941771,-83.9362481,9.8780741
8896941772,-83.9346531,9.8788031
6694014666,-83.92354,9.8798788
6379667468,-83.9230562,9.8549202
6379667475,-83.9229669,9.8549117
6379667476,-83.9230503,9.8547839
9885421684,-83.9267651,9.8518641
11134570643,-83.9203513,9.8709557
2715553942,-83.9271774,9.8627078
11134570646,-83.9202907,9.8709038
2258571448,-83.9144134,9.8583239
2258571450,-83.9149797,9.8584088
2258571455,-83.9164586,9.8586306
2258571457,-83.9157684,9.858525
2258571459,-83.9173488,9.8588525
2258571461,-83.9138276,9.8582343
9696437128,-83.9112188,9.8556879
11009462474,-83.9000954,9.8505518
11009462479,-83.8994613,9.8506225
9371324647,-83.9180609,9.8756278
10315748264,-83.9093873,9.8768151
6369218795,-83.9174229,9.8660315
6369218796,-83.9182829,9.8661459
6369218797,-83.9163062,9.8658657
6369218798,-83.9151267,9.8656934
6369218799,-83.9143877,9.8655944
6369218824,-83.93436,9.8583
6369218825,-83.9346913,9.8584863
6369218826,-83.9345182,9.8583912
6369218830,-83.9348264,9.8569754
6369218840,-83.91631,9.8658322
6369218843,-83.9126885,9.8645555
6369218844,-83.918287,9.8661149
6369218845,-83.9191529,9.866221
6369218846,-83.9191493,9.8662561
6369218847,-83.9196771,9.8663281
6369218849,-83.9208648,9.8664464
6369218851,-83.9217182,9.866563
3071316266,-83.9083108,9.8469873
3071316267,-83.9079185,9.846749
11009462603,-83.9032661,9.8807036
11009462605,-83.9034345,9.880793
11009462611,-83.9033481,9.8802993
5976035660,-83.9034014,9.8661585
5976035664,-83.9008719,9.8714466
5976035665,-83.9010061,9.8710321
11009462617,-83.9044533,9.8785241
3071414652,-83.9085904,9.8748486
3071414653,-83.9087607,9.874908
3071414654,-83.9083613,9.87477
6687920530,-83.9370811,9.8491935
6687920537,-83.9391771,9.8495291
1677365669,-83.8986179,9.8671302
1677365676,-83.8979154,9.8669491
365302242,-83.9128391,9.862807
342102499,-83.915271,9.8639892
365302244,-83.9153866,9.8631601
365302245,-83.916674,9.8633386
365302243,-83.9135288,9.8629026
365302251,-83.9212063,9.8639562
342102507,-83.9151585,9.8648511
365302253,-83.9229519,9.8642069
365302255,-83.9265572,9.8655613
365302256,-83.9264383,9.866394
